label_zh	label_ru	translit	stress	stressed_syl	tone
尼基塔	никита	níjītǎ	И	jī	1
阿普雷列夫卡	апрелевка	āpǔléilièfūkǎ	Э	léi	2
阿拉米尔	арамиль	ālāmǐěr	И	mǐ	3
沙戈纳尔	шагонар	shāgēnàěr	А	nà	4
沙德林斯克	шадринск	shādélínsīkè	А	shā	1
沙里	шали	shālǐ	И	lǐ	3
巴格拉季奥诺夫斯克	багратионовск	bāgélājìàonuòfūsīkè	О	ào	4
贝加尔斯克	байкальск	bèijiāěrsīkè	А	jiā	1
切尔登	чердынь	qiēěrdēng	Э	dēng	1
希马诺夫斯克	шимановск	xīmǎnuòfūsīkè	А	mǎ	3
希哈内	шиханы	xīhānèi	А	hā	1
巴拉赫纳	балахнА	bālāhènà	А	nà	4
下卡姆斯克	нижнекамск	xiàkǎmǔsīkè	А	kǎ	3
拜马克	баймак	bàimǎkè	А	mǎ	3
白卡利特瓦	белая калитвА	báikǎlìtèwǎ	А	wǎ	3
白霍卢尼察	белая холунИца	báihuòlúníchá	И	ní	2
尤戈尔斯克	югорск	yóugēěrsīkè	О	gē	1
涅留恩格里	нерюнгри	nièliúēngēlǐ	Э	niè	4
巴拉巴诺沃	балабаново	bālābānuòwò	А	bā	1
恰丹	чадАн	qiàdān	А	dān	1
柴可夫斯基	чайковский	cháikěfūsījī	О	kě	3
阿沙	ашА	āshā	А	shā	1
恰普雷金	чаплыгин	qiàpǔléijīn	Ы	léi	2
切格姆	чегЕм	qiēgémǔ	Э	gé	2
巴卡尔	бакАл	bākǎěr	А	kǎ	3
阿尔乔莫夫斯基	артёмовский	āěrqiáomòfūsījī	О	qiáo	2
阿斯别斯特	асбест	āsībiésītè	Э	bié	2
埃列克特罗乌格利	электроугли	āilièkètèluówūgélì	У	wū	1
恩格斯城	энгельс	ēngésīchéng	Э	ēn	1
新乌津斯克	новоузенск	xīnwūjīnsīkè	Э	jīn	1
新乌里扬诺夫斯克	новоульяновск	xīnwūlǐyángnuòfūsīkè	А	yáng	2
新乌拉尔斯克	новоуральск	xīnwūláěrsīkè	А	lá	2
恰帕耶夫斯克	чапаевск	qiàpàyēfūsīkè	А	pà	4
阿钦斯克	ачинск	āqīnsīkè	А	ā	1
巴拉绍夫	балашов	bālāshàofū	О	shào	4
巴列伊	балей	bālièyī	Э	liè	4
丘索沃伊	чусовой	qiūsuǒwòyī	О	wò	4
下谢尔吉	нижние серги	xiàxièěrjí	И	jí	2
下洛莫夫	нижний ломов	xiàluòmòfū	О	luò	4
申库尔斯克	шенкурск	shēnkùěrsīkè	Э	shēn	1
亚纳乌尔	янаул	yànàwūěr	У	wū	1
亚兰斯克	ярАнск	yàlánsīkè	А	lán	2
下萨尔达	нижняя салдА	xiàsàěrdá	А	dá	2
下图拉	нижняя турА	xiàtúlā	А	lā	1
别热茨克	бежецк	biérècíkè	Э	bié	2
契卡洛夫斯克	чкаловск	qìkǎluòfūsīkè		kǎ	3
丘多沃	чудово	qiūduōwò	У	qiū	1
奥布宁斯克	обнинск	àobùníngsīkè	О	ào	4
新安宁斯基	новоаннинский	xīnānníngsījī	А	ān	1
新沃罗涅日	нововоронеж	xīnwòluónièrì	О	luó	2
涅利多沃	нелидово	nièlìduōwò	И	lì	4
奥廖克明斯克	олёкминск	àoliàokèmíngsīkè	О	liào	4
奥列涅戈尔斯克	оленегорск	àolièniègēěrsīkè	О	gē	1
奥穆特宁斯克	омутнинск	àomùtèníngsīkè	И	níng	2
新切博克萨尔斯克	новочебоксарск	xīnqiēbókèsàěrsīkè	А	sà	4
奥列霍沃-祖耶沃	орехово зуево	àolièhuòwòzǔyēwò	ЭУ	liè_zǔ	4_3
阿尼瓦	анива	āníwǎ	И	ní	2
阿穆尔斯克	амурск	āmùěrsīkè	У	mù	4
安加尔斯克	ангарск	ānjiāěrsīkè	А	jiā	1
尼亚甘	нягань	níyàgān	А	yà	4
尼扬多马	няндома	níyángduōmǎ	А	yáng	2
阿帕季特	апатиты	āpàjìtè	И	jì	4
莫洛杰奇诺	молодечно	mòluòjiéqínuò	Э	jié	2
安德烈亚波尔	андреаполь	āndélièyàbōěr	А	yà	4
安热罗苏真斯克	анжеро судженск	ānrèluósuzhēnsīkè	ЭУ	rè_sū	4_1
巴拉宾斯克	барабинск	bālābīnsīkè	А	lā	1
亚斯内	ясный	yàsīnèi	А	yà	4
波洛茨克	полоцк	bōluòcíkè	О	bō	1
亚尔采沃	ярцево	yàěrcǎiwò	А	yà	4
亚斯诺戈尔斯克	ясногорск	yàsīnuògēěrsīkè	О	gē	1
新特罗伊茨克	новотроицк	xīntèluóyīcíkè	О	luó	2
诺林斯克	нолинск	nuòlínsīkè	И	lín	2
南苏霍库姆斯克	южно сухокумск	nánsūhuòkùmǔsīkè	У	kù	4
亚罗沃耶	яровое	yàluówòyē	О	wò	4
克鲁普基	крупки	kèlǔpǔjī	У	lǔ	3
佩列斯拉夫尔-扎列斯基	переславль залесский	pèilièsīlāfūěrzālièsījī	АЭ	lā_liè	1_4
佩斯托沃	пестОво	pèisītuōwò	О	tuō	1
新德文斯克	новодвинск	xīndéwénsīkè	И	wén	2
奥辛尼基	осинники	àoxīnníjī	И	xīn	1
新库班斯克	новокубанск	xīnkùbānsīkè	А	bān	1
涅夫捷库姆斯克	нефтекумск	nièfūjiékùmǔsīkè	У	kù	4
彼得罗夫瓦尔	петров вал	bǐdéluófūwǎěr	ОА	luó_wǎ	2_3
巴甫洛沃	павлово	bāfǔluòwò	А	bā	1
奥金佐沃	одинцово	àojīnzuǒwò	О	zuǒ	3
晓基诺	щёкино	xiǎojīnuò	О	xiǎo	3
新索科利尼基	новосокольники	xīnsuǒkēlìníjī	О	kē	1
涅夫捷尤甘斯克	нефтеюганск	nièfūjiéyóugānsīkè	ЭА	niè_gā	4_1
尤尔加	юрга	yóuěrjiā	А	jiā	1
尤里耶夫-波利斯基	юрьев польский	yóulǐyēfūbōlìsījī	УО	yóu_bō	2_1
诺里尔斯克	норильск	nuòlǐěrsīkè	И	lǐ	3
诺亚布尔斯克	ноябрьск	nuòyàbùěrsīkè	А	yà	4
涅斯维日	несвиж	nièsīwéirì	Э	niè	4
新乌连戈伊	новый уренгой	xīnwūliángēyī	О	gē	1
佩韦克	певЕк	pèiwéikè	Э	wéi	2
新米丘林斯克	новомичуринск	xīnmǐqiūlínsīkè	У	qiū	1
里亚日斯克	ряжск	lǐyàrìsīkè	А	yà	4
新古比雪夫斯克	новокуйбышевск	xīngǔbǐxuěfūsīkè	У	gǔ	3
新巴甫洛夫斯克	новопавловск	xīnbāfǔluòfūsīkè	А	bā	1
新勒热夫	новоржев	xīnlèrèfū	Э	rè	4
诺沃西利	новосиль	nuòwòxīlì	И	xī	1
奥特拉德内	отрадный	àotèlādénèi	А	lā	1
彼得罗夫斯克	петровск	bǐdéluófūsīkè	О	luó	2
新亚历山德罗夫斯克	новоалександровск	xīnyàlìshāndéluófūsīkè	А	shān	1
新阿尔泰斯克	новоалтайск	xīnāěrtàisīkè	А	tài	4
卡缅斯克-沙赫京斯基	каменск шахтинский	kǎmiǎnsīkèshāhèjīngsījī	АА	kǎ_shā	3_1
鄂毕河畔卡缅	камень на оби	èbìhépànkǎmiǎn	А	kǎ	3
因扎	инза	yīnzā	И	yīn	1
努尔拉特	нурлат	nǔěrlātè	А	lā	1
兹韦尼哥沃	звенигово	zīwéinígēwò	И	ní	2
奥尔洛夫	орлов	àoěrluòfū	О	luò	4
奥焦尔斯克	озёрск	àojiāoěrsīkè	О	jiāo	1
奥焦雷	озёры	àojiāoléi	О	jiāo	1
坎斯克	канск	kǎnsīkè	А	kǎn	3
卡拉巴什	карабаш	kǎlābāshí	А	bā	1
卡拉布拉克	карабулак	kǎlābùlākè	А	lā	1
佩列沃兹	перевоз	pèilièwòzī	О	wò	4
托博尔斯克	тобольск	tuōbóěrsīkè	О	bó	2
卡拉恰耶夫斯克	карачаевск	kǎlāqiàyēfūsīkè	А	qià	4
兹韦尼哥罗德	звенигород	zīwéinígēluódé	И	ní	2
奥哈	оха	àohā	А	hā	1
奥汉斯克	оханск	àohànsīkè	А	hàn	4
奥乔尔	очёр	àoqiáoěr	О	qiáo	2
因塔	инта	yīntǎ	А	tǎ	3
伊帕托沃	ипатово	yīpàtuōwò	А	pà	4
兹韦列沃	зверево	zīwéilièwò	Э	wéi	2
泽列诺多尔斯克	зеленодольск	zéliènuòduōěrsīkè	О	duō	1
普拉夫斯克	плавск	pǔlāfūsīkè	А	lā	1
普拉斯特	пласт	pǔlāsītè	А	lā	1
普廖斯	плёс	pǔliáosī	О	liáo	2
扎列奇内	заречный	zālièqínèi	Э	liè	4
佩图霍沃	петухово	pèitúhuòwò	О	huò	4
克列茨克	клецк	kèliècíkè	Э	liè	4
奥斯塔什科夫	осташков	àosītǎshíkēfū	А	tǎ	3
尤赫诺夫	юхнов	yóuhènuòfū	У	yóu	2
卡拉钦斯克	калачинск	kǎlāqīnsīkè	А	lā	1
加里宁斯克	калининск	jiālǐníngsīkè	И	lǐ	3
卡尔坦	калтан	kǎěrtǎn	А	tǎn	3
伊万捷耶夫卡	ивантеевка	yīwànjiéyēfūkǎ	Э	jié	2
内特瓦	нытва	nèitèwǎ	Ы	nèi	4
纽尔巴	нюрба	niǔěrbā	А	bā	1
新利亚利亚	новая ляля	xīnlìyàlìyà	А	yà	4
卡奇卡纳尔	качканар	kǎqíkǎnàěr	А	nà	4
卡申	кашин	kǎshēn	А	kǎ	3
基泽尔	кизел	jīzéěr	И	jī	1
克孜勒尤尔特	кизилюрт	kèzīlèyóuěrtè	У	yóu	2
基姆雷	кимры	jīmǔléi	И	jī	1
基涅利	кинель	jīnièlì	Э	niè	4
佩列斯韦特	пересвет	pèilièsīwéitè	Э	wéi	2
塔甘罗格	таганрог	tǎgānluógé	О	luó	2
卡尔戈波雷	каргополь	kǎěrgēbōléi	А	gē	1
卡利亚津	калязин	kǎlìyàjīn	А	yà	4
坎巴尔卡	камбАрка	kǎnbāěrkǎ	А	bā	1
伊西利库尔	исилькуль	yīxīlìkùěr	У	kù	4
伊斯基季姆	искитИм	yīsījījìmǔ	И	jì	4
祖耶夫卡	зуевка	zǔyēfūkǎ	У	zǔ	3
兹纳缅斯克	знаменск	zīnàmiǎnsīkè	А	nà	4
祖布佐夫	зубцов	zǔbùzuǒfū	О	zuǒ	3
普乔雷	печоры	pǔqiáoléi	О	qiáo	2
涅斯捷罗夫	нестеров	nièsījiéluófū	Э	niè	4
扎林斯克	заринск	zālínsīkè	И	lín	2
阿西诺	асино	āxīnuò	А	ā	1
阿特卡尔斯克	аткАрск	ātèkǎěrsīkè	А	kǎ	3
卡纳什	канАш	kǎnàshén	А	nà	4
兹拉托乌斯特	златоуст	zīlātuōwūsītè	У	wū	1
坎达拉克沙	кандалакша	kǎndálākèshā	А	lā	1
卡尔平斯克	карпинск	kǎěrpíngsīkè	А	kǎ	3
卡塔夫-伊万诺夫斯克	катав ивановск	kǎtǎfūyīwànnuòfūsīkè	АА	tǎ_wàn	3_4
卡泰斯克	катайск	kǎtàisīkè	А	tài	4
卡西莫夫	касимов	kǎxīmòfū	И	xī	1
卡斯利	касли	kǎsīlì	И	lì	4
伊加尔卡	игарка	yījiāěrkǎ	А	jiā	1
布列斯特	брест	bùlièsītè	Э	liè	4
兹梅伊诺戈尔斯克	змеиногорск	zīméiyīnuògēěrsīkè	О	gē	1
伊兹别尔巴什	избербаш	yīzībiéěrbāshí	А	bā	1
伊佐比利内	изобильный	yīzuǒbǐlìnèi	И	bǐ	3
卡德尼科夫	кадников	kǎdéníkēfū	А	kǎ	3
奥波奇卡	опочка	àobōqíkǎ	О	bō	1
舒米哈	шумиха	shūmǐhā	И	mǐ	3
亚卢托罗夫斯克	ялуторовск	yàlútuōluōfūsīkè	У	lú	2
拉金斯克	лакинск	lājīnsīkè	А	lā	1
卡梅什洛夫	камышлов	kǎméishíluòfū	О	luò	4
卡拉齐夫	карАчев	kǎlāqífū	А	lā	1
克德罗维	кедровый	kèdéluówéi	О	luó	2
皮奥涅尔斯基	пионерский	píàonièěrsījī	Э	niè	4
皮特基亚兰塔	питкяранта	pítèjīyàlántǎ	И	pí	2
柳别尔齐	люберцы	liǔbiéěrqí	У	liǔ	3
哈萨维尤尔特	хасавюрт	hāsàwéiyóuěrtè	У	yóu	2
基莫夫斯克	кимовск	jīmòfūsīkè	И	jī	1
基兹利亚尔	кизляр	jīzīlìyàěr	А	yà	4
泽列诺库姆斯克	зеленокумск	zéliènuòkùmǔsīkè	У	kù	4
泽尔诺格勒	зерноград	zéěrnuògélè	А	lè	4
希格雷	щигры	xīgēléi	Ы	léi	2
卡尔塔雷	карталы	kǎěrtǎléi	Ы	léi	2
基洛夫格勒	кировград	jīluòfūgélè	ИА	jī_lè	1_4
斯拉夫斯克	славск	sīlāfūsīkè	А	lā	1
基尔斯	кирс	jīěrsī	И	jī	1
基里尔洛夫	кириллов	jīlǐěrluòfū	И	lǐ	3
索利加利奇	солигалич	suǒlìjiālìqí	А	jiā	1
斯洛博茨科伊	слободской	sīluòbócíkēyī	О	kē	1
斯涅任斯克	снежинск	sīnièrènsīkè	Э	niè	4
基洛沃-切佩茨克	кирово чепецк	jīluòwòqiēpèicíkè	ИЭ	jī_pèi	1_4
基列耶夫斯克	киреевск	jīlièyēfūsīkè	Э	liè	4
斯涅日诺戈尔斯克	снежногорск	sīnièrìnuògēěrsīkè	О	gē	1
索罗钦斯克	сорочинск	suǒluóqīnsīkè	О	luó	2
旧库帕夫纳	старая купавна	jiùkùpàfūnà	А	pà	4
旧鲁萨	старая русса	jiùlǔsà	У	lǔ	3
中科雷姆斯克	среднеколымск	zhōngkēléimǔsīkè	Ы	léi	2
中乌拉尔斯克	среднеуральск	zhōngwūlāěrsīkè	А	lā	1
斯利坚斯克	срЕтенск	sīlìjiānsīkè	Э	lì	4
斯塔里察	старица	sītǎlǐchá	А	tǎ	3
旧奥斯科尔	старый оскол	jiùàosīkēěr	О	kē	1
斯帕斯克达利尼	спасск дальний	sīpàsīkèdálìní	АА	pà_dá	4_2
斯帕斯克-梁赞斯基	спасск рязанский	sīpàsīkèliángzànsījī	АА	pà_zàn	4_4
索先斯基	сосенский	suǒxiānsījī	О	suǒ	3
索斯诺沃博尔斯克	сосновоборск	suǒsīnuòwòbóěrsīkè	ОО	nuò_bó	4_2
索斯诺戈尔斯克	сосногорск	suǒsīnuògēěrsīkè	О	gē	1
索利卡姆斯克	соликамск	suǒlìkǎmǔsīkè	А	kǎ	3
索尔涅奇诺戈尔斯克	солнечногорск	suǒěrnièqínuògēěrsīkè	ОО	suǒ_gē	3_1
苏维埃港	советская гавань	sūwéiāigǎng	Э	wéi	2
苏尔斯克	сурск	sūěrsīkè	У	sū	1
苏苏曼	сусуман	sūsūmàn	А	màn	4
索里维切戈茨斯克	сольвычегодск	suǒlǐwéiqiēgēcísīkè	ОО	suǒ_gē	3_1
索利齐	сольцы	suǒlìqí	Ы	qí	2
索尔斯克	сорск	suǒěrsīkè	О	suǒ	3
索尔塔瓦拉	сортавала	suǒěrtǎwǎlā	ОА	suǒ_wǎ	3_3
斯特鲁尼诺	струнино	sītèlǔnínuò	У	lǔ	3
苏沃洛夫	суворов	sūwòluòfū	О	wò	4
斯帕斯-杰缅斯克	спас деменск	sīpàsījiémiǎnsīkè	АЭ	pà_miǎn	4_3
斯帕斯-克列皮基	спас клепики	sīpàsīkèlièpíjī	АЭ	pà_liè	4_4
斯帕斯克	спасск	sīpàsīkè	А	pà	4
塔尔多姆	талдом	tǎěrduōmǔ	А	tǎ	3
苏希尼奇	сухиничи	sūxīníqí	И	xī	1
苏霍伊洛格	сухой лог	sūhuòyīluògé	ОО	huò_luò	4_4
瑟谢尔季	сысерть	sèxièěrjì	Э	xiè	4
塔鲁萨	таруса	tǎlǔsà	У	lǔ	3
大伊万	большой иван	dàyīwàn	А	wàn	4
塔什塔戈尔	таштагол	tǎshítǎgēěr	О	gē	1
塔利察	талица	tǎlìchá	А	tǎ	3
塔尔科萨列	тарко сале	tǎěrkēsàliè	АЭ	tǎ_sà	3_4
捷姆尼科夫	темников	jiémǔníkēfū	Э	jié	2
苏奥耶尔维	суоярви	sūàoyēěrwéi	УА	sū_yē	1_1
季霍列茨克	тихорецк	jìhuòliècíkè	Э	liè	4
托古钦	тогучин	tuōgǔqīn	И	qīn	1
托马里	томари	tuōmǎlǐ	И	lǐ	3
泰加	тайга	tàijiā	А	jiā	1
托莫特	томмОт	tuōmòtè	О	mò	4
托普基	топки	tuōpǔjī	И	tuō	1
托尔若克	торжок	tuōěrruòkè	О	ruò	4
捷秋希	тетюши	jiéqiūxī	У	qiū	1
季马绍夫斯克	тимашёвск	jìmǎshàofūsīkè	О	shào	4
图伊马济	туймазы	túyīmǎjì	Ы	jì	4
图兰	туран	túlán	А	lán	2
图阿普谢	туапсе	túāpǔxiè	Э	xiè	4
图林斯克	туринск	túlínsīkè	И	lín	2
图塔耶夫	тутаев	tútǎyēfū	А	tǎ	3
乌达奇内	удачный	wūdáqínèi	А	dá	2
乌茹尔	ужУр	wūrúěr	У	rú	2
乌格列戈尔斯克	углегорск	wūgéliègēěrsīkè	О	gē	1
特尔内奥兹	тырныауз	tèěrnèiàozī	А	ào	4
秋卡林斯克	тюкалинск	qiūkǎlínsīkè	И	lín	2
乌瓦罗沃	уварово	wūwǎluówò	А	wǎ	3
乌兹洛瓦亚	узловая	wūzīluòwǎyà	А	wǎ	3
乌拉伊	урай	wūlāyī	А	lā	1
乌连	урень	wūlián	Э	lián	2
乌鲁斯-马尔坦	урус мартан	wūlǔsīmǎěrtǎn	УА	lǔ_tǎn	3_3
乌辛斯克	усинск	wūxīnsīkè	И	xīn	1
斯卢茨克	слуцк	sīlúcíkè	У	lú	2
索利戈尔斯克	солигорск	suǒlìgēěrsīkè	О	gē	1
切尔文	чЕрвень	qièěrwén	Э	qiè	4
平斯克	пинск	píngsīkè	И	píng	2
斯托尔布齐	столбцы	sītuōěrbùqí	Ы	qí	2
乌兹达	узда	wūzīdá	А	dá	2
博布鲁伊斯克	бобруйск	bóbùlǔyīsīkè	У	lǔ	3
巴拉诺维奇	барАновичи	bālānuòwéiqí	А	lā	1
利达	лида	lìdá	И	lì	4
图罗夫	туров	túluófū	У	tú	2
莫济里	мозырь	mòjìlǐ	О	mò	4
休钦	щучин	xiūqīn	У	xiū	1
阿卢普卡	алупка	ālúpǔkǎ	У	lú	2
旧克里木	старый крым	jiùkèlǐmù	Ы	lǐ	3
布拉斯拉夫	брАслав	bùlāsīlāfū	А	lā	1
巴兰	барАнь	bālán	А	lán	2
瓦夫卡维斯克	волковЫск	wǎfūkǎwēisīkē	Ы	wēi	1
奥什米亚内	ошмяны	àoshénmǐyànèi	А	yà	4
什克洛夫	шклов	shíkèluòfū	О	luò	4
伊维耶	ивье	yīwéiyē	И	yī	1
新格鲁多克	новогрудок	xīngélǔduōkè	У	lǔ	3
因克尔曼	инкерман	yīnkèěrmàn	А	màn	4
斯洛尼姆	слоним	sīluònímǔ	О	luò	4
贝霍夫	быхов	bèihuòfū	Ы	bèi	4
罗加乔夫	рогачёв	luójiāqiáofū	О	qiáo	2
卡梅涅茨	каменец	kǎméiniècí	А	kǎ	3
多布鲁什	добруш	duōbùlǔshí	О	duō	1
盖伊	гай	gàiyī	А	gài	4
后贝加尔斯克	забайкальск	hòubèijiāěrsīkè	А	jiā	1
阿金斯科耶	агинское	ājīnsīkēyē	И	jīn	1
车尔尼雪夫斯基	чернышевский	chēěrníxuěfūsījī	Э	xuě	3
乌斯季挪拉	усть нера	wūsījìnuólā	УЭ	wū_nuó	1_2
奥拉	ола	àolā	О	ào	4
克拉斯基诺	краскино	kèlāsījīnuò	А	lā	1
扎鲁比诺	зарубино	zālǔbǐnuò	У	lǔ	3
奥伊米亚康	оймякон	àoyīmǐyàkāng	О	kāng	1
旧拉多加	старая ладога	jiùlāduōjiā	А	lā	1
卡廷	катынь	kǎtíng	Ы	tíng	2
埃索	эссо	āisuǒ	Э	āi	1
斯维亚日斯克	свияжск	sīwéiyàrìsīkè	А	yà	4
阿尔巴特	арбат	āěrbātè	А	bā	1
柳布林诺	люблино	liǔbùlínnuò	О	nuò	4
阿列克谢	алексеевский	ālièkèxiè	Э	xiè	4
柯尼斯堡	кёнигсберг	kēnísībǎo	О	kē	1
伏龙芝	фрунзенский	fúlóngzhī	У	lóng	2
彼得罗维奇	петровичи	bǐdéluówéiqí	О	luó	2
卡梅绍娃亚	камышовая	kǎméishàowáyà	О	shào	4
圣彼得堡	санкт петербург	shèngbǐdébǎo	АУ	shèng_bǎo	4_3
伊克	ик	yīkè	И	yī	1
科尔	колозеро	kēěr	О	kē	1
